Date,MC.PA_Close,UHR.SW_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,113.57857513427734,390.5289001464844,0.2908327017326372,,,,,,
2015-01-06,112.2823257446289,389.0921325683594,0.2885751634284255,,,,,,
2015-01-07,112.37171173095705,389.4513244628906,0.2885385275963146,,,,,,
2015-01-08,115.9028778076172,396.814697265625,0.292083127480615,,,,,,
2015-01-09,114.15965270996094,395.1085510253906,0.28893237671949235,,,,,,
2015-01-12,117.9590072631836,400.2270202636719,0.29473024381380225,,,,,,
2015-01-13,118.85295104980469,407.321044921875,0.29179182497825745,,,,,,
2015-01-14,118.6294937133789,410.3741149902344,0.28907645336305365,,,,,,
2015-01-15,120.73030090332031,343.2954406738281,0.351680467023821,,,,,,
2015-01-16,119.97044372558594,318.96038818359375,0.3761296015746347,,,,,,
2015-01-19,119.97044372558594,326.23394775390625,0.3677435918351616,,,,,,
2015-01-20,122.02655029296876,323.5400390625,0.3771605846576418,,,,,,
2015-01-21,122.83113861083984,317.4338073730469,0.38695039960406363,,,,,,
2015-01-22,123.23342895507812,318.96038818359375,0.3863596657154333,,,,,,
2015-01-23,126.80928802490234,328.6584777832031,0.3858390901102848,,,,,,
2015-01-26,129.31242370605472,323.8094482421875,0.3993472840524956,,,,,,
2015-01-27,129.71470642089844,329.197265625,0.3940333652973319,,,,,,
2015-01-28,129.8040771484375,327.3115234375,0.3965765573579738,,,,,,
2015-01-29,129.35710144042972,331.8013916015625,0.3898630467341914,,,,,,
2015-01-30,128.28433227539062,329.46661376953125,0.38936974768899707,,,,,,
2015-02-02,128.10556030273438,337.5484313964844,0.37951756959066296,,,,,,
2015-02-03,129.17829895019528,338.177001953125,0.38198428102482496,,,,,,
2015-02-04,139.68244934082028,348.0547180175781,0.40132324634589717,,,,,,
2015-02-05,137.22401428222656,358.0221862792969,0.3832835492914863,,,,,,
2015-02-06,136.59825134277344,362.0631103515625,0.37727746195997935,,,,,,
2015-02-09,134.63154602050778,370.4142761230469,0.36346208744877023,,,,,,
2015-02-10,139.593017578125,371.13262939453125,0.3761270406373543,,,,,,
2015-02-11,139.95065307617188,370.95306396484375,0.37727320966254474,,,,,,
2015-02-12,142.27491760253906,382.177734375,0.37227421904944424,,,,,,
2015-02-13,141.69384765625,384.8716735839844,0.3681586808838776,,,,,,
2015-02-16,140.30818176269528,384.5124816894531,0.3648989004107635,,,,,,
2015-02-17,140.88926696777344,383.1654968261719,0.36769820908924306,,,,,,
2015-02-18,141.91734313964844,384.6920471191406,0.36891155978510803,,,,,,
2015-02-19,143.74998474121094,386.6676330566406,0.37176627276727314,,,,,,
2015-02-20,143.92877197265625,383.2552795410156,0.3755428291686537,,,,,,
2015-02-23,144.15228271484375,389.0023193359375,0.37056921141479277,,,,,,
2015-02-24,144.10757446289062,388.1043701171875,0.37131139342589103,,,,,,
2015-02-25,144.46514892578125,385.2308349609375,0.3750093082253658,,,,,,
2015-02-26,144.77801513671875,391.7860412597656,0.36953336742471304,,,,,,
2015-02-27,146.5212860107422,390.169677734375,0.37553222193369146,,,,,,
2015-03-02,147.28114318847656,391.1574401855469,0.37652650328883747,,,,,,
2015-03-03,145.18032836914062,381.54913330078125,0.3805023146381849,,,,,,
2015-03-04,147.59402465820312,376.0715026855469,0.3924626662861351,,,,,,
2015-03-05,149.91835021972656,382.2675476074219,0.3921817354312497,,,,,,
2015-03-06,150.99110412597656,381.9981384277344,0.395266596710237,,,,,,
2015-03-09,150.00775146484375,374.45513916015625,0.40060273121444523,,,,,,
2015-03-10,148.62208557128906,373.0184020996094,0.3984309748118046,,,,,,
